86;10:49;10:49;85;10:50;10:50;25;10:51;10:51;60;10:52;10:52;68;10:53;10:53;45;10:54;10:54;123;10:56;10:56;107;10:58;10:58;97;11:00;11:00;23;11:01;11:01;96;11:03;11:03;12;11:04;11:04;6;11:06;11:06;66;11:07;11:07;107;11:09;11:09;123;11:11;11:11;45;11:13;11:13;68;11:14;11:14;60;11:15;11:15;25;11:16;11:16;85;11:17;11:17;86;11:18;-1
86;11:19;11:19;85;11:20;11:20;25;11:21;11:21;60;11:22;11:22;68;11:23;11:23;45;11:24;11:24;123;11:26;11:26;107;11:28;11:28;97;11:30;11:30;23;11:31;11:31;96;11:33;11:33;12;11:34;11:34;6;11:36;11:36;66;11:37;11:37;107;11:39;11:39;123;11:41;11:41;45;11:43;11:43;68;11:44;11:44;60;11:45;11:45;25;11:46;11:46;85;11:47;11:47;86;11:48;-1
86;11:49;11:49;85;11:50;11:50;25;11:51;11:51;60;11:52;11:52;68;11:53;11:53;45;11:54;11:54;123;11:56;11:56;107;11:58;11:58;97;12:00;12:00;23;12:01;12:01;96;12:03;12:03;12;12:04;12:04;6;12:06;12:06;66;12:07;12:07;107;12:09;12:09;123;12:11;12:11;45;12:13;12:13;68;12:14;12:14;60;12:15;12:15;25;12:16;12:16;85;12:17;12:17;86;12:18;-1
86;12:19;12:19;85;12:20;12:20;25;12:21;12:21;60;12:22;12:22;68;12:23;12:23;45;12:24;12:24;123;12:26;12:26;107;12:28;12:28;97;12:30;12:30;23;12:31;12:31;96;12:33;12:33;12;12:34;12:34;6;12:36;12:36;66;12:37;12:37;107;12:39;12:39;123;12:41;12:41;45;12:43;12:43;68;12:44;12:44;60;12:45;12:45;25;12:46;12:46;85;12:47;12:47;86;12:48;-1
86;12:49;12:49;85;12:50;12:50;25;12:51;12:51;60;12:52;12:52;68;12:53;12:53;45;12:54;12:54;123;12:56;12:56;107;12:58;12:58;97;13:00;13:00;23;13:01;13:01;96;13:03;13:03;12;13:04;13:04;6;13:06;13:06;66;13:07;13:07;107;13:09;13:09;123;13:11;13:11;45;13:13;13:13;68;13:14;13:14;60;13:15;13:15;25;13:16;13:16;85;13:17;13:17;86;13:18;-1
86;13:19;13:19;85;13:20;13:20;25;13:21;13:21;60;13:22;13:22;68;13:23;13:23;45;13:24;13:24;123;13:26;13:26;107;13:28;13:28;97;13:30;13:30;23;13:31;13:31;96;13:33;13:33;12;13:34;13:34;6;13:36;13:36;66;13:37;13:37;107;13:39;13:39;123;13:41;13:41;45;13:43;13:43;68;13:44;13:44;60;13:45;13:45;25;13:46;13:46;85;13:47;13:47;86;13:48;-1
86;13:49;13:49;85;13:50;13:50;25;13:51;13:51;60;13:52;13:52;68;13:53;13:53;45;13:54;13:54;123;13:56;13:56;107;13:58;13:58;97;14:00;14:00;23;14:01;14:01;96;14:03;14:03;12;14:04;14:04;6;14:06;14:06;66;14:07;14:07;107;14:09;14:09;123;14:11;14:11;45;14:13;14:13;68;14:14;14:14;60;14:15;14:15;25;14:16;14:16;85;14:17;14:17;86;14:18;-1
86;14:19;14:19;85;14:20;14:20;25;14:21;14:21;60;14:22;14:22;68;14:23;14:23;45;14:24;14:24;123;14:26;14:26;107;14:28;14:28;97;14:30;14:30;23;14:31;14:31;96;14:33;14:33;12;14:34;14:34;6;14:36;14:36;66;14:37;14:37;107;14:39;14:39;123;14:41;14:41;45;14:43;14:43;68;14:44;14:44;60;14:45;14:45;25;14:46;14:46;85;14:47;14:47;86;14:48;-1
86;14:49;14:49;85;14:50;14:50;25;14:51;14:51;60;14:52;14:52;68;14:53;14:53;45;14:54;14:54;123;14:56;14:56;107;14:58;14:58;97;15:00;15:00;23;15:01;15:01;96;15:03;15:03;12;15:04;15:04;6;15:06;15:06;66;15:07;15:07;107;15:09;15:09;123;15:11;15:11;45;15:13;15:13;68;15:14;15:14;60;15:15;15:15;25;15:16;15:16;85;15:17;15:17;86;15:18;-1
86;15:19;15:19;85;15:20;15:20;25;15:21;15:21;60;15:22;15:22;68;15:23;15:23;45;15:24;15:24;123;15:26;15:26;107;15:28;15:28;97;15:30;15:30;23;15:31;15:31;96;15:33;15:33;12;15:34;15:34;6;15:36;15:36;66;15:37;15:37;107;15:39;15:39;123;15:41;15:41;45;15:43;15:43;68;15:44;15:44;60;15:45;15:45;25;15:46;15:46;85;15:47;15:47;86;15:48;-1
86;15:49;15:49;85;15:50;15:50;25;15:51;15:51;60;15:52;15:52;68;15:53;15:53;45;15:54;15:54;123;15:56;15:56;107;15:58;15:58;97;16:00;16:00;23;16:01;16:01;96;16:03;16:03;12;16:04;16:04;6;16:06;16:06;66;16:07;16:07;107;16:09;16:09;123;16:11;16:11;45;16:13;16:13;68;16:14;16:14;60;16:15;16:15;25;16:16;16:16;85;16:17;16:17;86;16:18;-1
86;16:19;16:19;85;16:20;16:20;25;16:21;16:21;60;16:22;16:22;68;16:23;16:23;45;16:24;16:24;123;16:26;16:26;107;16:28;16:28;97;16:30;16:30;23;16:31;16:31;96;16:33;16:33;12;16:34;16:34;6;16:36;16:36;66;16:37;16:37;107;16:39;16:39;123;16:41;16:41;45;16:43;16:43;68;16:44;16:44;60;16:45;16:45;25;16:46;16:46;85;16:47;16:47;86;16:48;-1
86;16:49;16:49;85;16:50;16:50;25;16:51;16:51;60;16:52;16:52;68;16:53;16:53;45;16:54;16:54;123;16:56;16:56;107;16:58;16:58;97;17:00;17:00;23;17:01;17:01;96;17:03;17:03;12;17:04;17:04;6;17:06;17:06;66;17:07;17:07;107;17:09;17:09;123;17:11;17:11;45;17:13;17:13;68;17:14;17:14;60;17:15;17:15;25;17:16;17:16;85;17:17;17:17;86;17:18;-1
86;17:19;17:19;85;17:20;17:20;25;17:21;17:21;60;17:22;17:22;68;17:23;17:23;45;17:24;17:24;123;17:26;17:26;107;17:28;17:28;97;17:30;17:30;23;17:31;17:31;96;17:33;17:33;12;17:34;17:34;6;17:36;17:36;66;17:37;17:37;107;17:39;17:39;123;17:41;17:41;45;17:43;17:43;68;17:44;17:44;60;17:45;17:45;25;17:46;17:46;85;17:47;17:47;86;17:48;-1
86;17:49;17:49;85;17:50;17:50;25;17:51;17:51;60;17:52;17:52;68;17:53;17:53;45;17:54;17:54;123;17:56;17:56;107;17:58;17:58;97;18:00;18:00;23;18:01;18:01;96;18:03;18:03;12;18:04;18:04;6;18:06;18:06;66;18:07;18:07;107;18:09;18:09;123;18:11;18:11;45;18:13;18:13;68;18:14;18:14;60;18:15;18:15;25;18:16;18:16;85;18:17;18:17;86;18:18;-1
86;18:19;18:19;85;18:20;18:20;25;18:21;18:21;60;18:22;18:22;68;18:23;18:23;45;18:24;18:24;123;18:26;18:26;107;18:28;18:28;97;18:30;18:30;23;18:31;18:31;96;18:33;18:33;12;18:34;18:34;6;18:36;18:36;66;18:37;18:37;107;18:39;18:39;123;18:41;18:41;45;18:43;18:43;68;18:44;18:44;60;18:45;18:45;25;18:46;18:46;85;18:47;18:47;86;18:48;-1
86;18:49;18:49;85;18:50;18:50;25;18:51;18:51;60;18:52;18:52;68;18:53;18:53;45;18:54;18:54;123;18:56;18:56;107;18:58;18:58;97;19:00;19:00;23;19:01;19:01;96;19:03;19:03;12;19:04;19:04;6;19:06;19:06;66;19:07;19:07;107;19:09;19:09;123;19:11;19:11;45;19:13;19:13;68;19:14;19:14;60;19:15;19:15;25;19:16;19:16;85;19:17;19:17;86;19:18;-1
86;19:19;19:19;85;19:20;19:20;25;19:21;19:21;60;19:22;19:22;68;19:23;19:23;45;19:24;19:24;123;19:26;19:26;107;19:28;19:28;97;19:30;19:30;23;19:31;19:31;96;19:33;19:33;12;19:34;19:34;6;19:36;19:36;66;19:37;19:37;107;19:39;19:39;123;19:41;19:41;45;19:43;19:43;68;19:44;19:44;60;19:45;19:45;25;19:46;19:46;85;19:47;19:47;86;19:48;-1
86;19:49;19:49;85;19:50;19:50;25;19:51;19:51;60;19:52;19:52;68;19:53;19:53;45;19:54;19:54;123;19:56;19:56;107;19:58;19:58;97;20:00;20:00;23;20:01;20:01;96;20:03;20:03;12;20:04;20:04;6;20:06;20:06;66;20:07;20:07;107;20:09;20:09;123;20:11;20:11;45;20:13;20:13;68;20:14;20:14;60;20:15;20:15;25;20:16;20:16;85;20:17;20:17;86;20:18;-1
