8;10:38;10:38;80;10:39;10:39;79;10:40;10:40;82;10:41;10:41;81;10:42;10:42;87;10:42;10:42;4;10:43;10:43;54;10:44;10:44;108;10:45;10:45;66;10:47;10:47;78;10:48;-1
6;10:55;10:55;66;10:56;10:56;108;10:58;10:58;36;11:00;11:00;4;11:00;11:00;87;11:01;11:01;81;11:02;11:02;82;11:03;11:03;79;11:04;11:04;80;11:05;11:05;8;11:06;-1
8;11:08;11:08;80;11:09;11:09;79;11:10;11:10;82;11:11;11:11;81;11:12;11:12;87;11:12;11:12;4;11:13;11:13;54;11:14;11:14;108;11:15;11:15;66;11:17;11:17;78;11:18;-1
6;11:25;11:25;66;11:26;11:26;108;11:28;11:28;36;11:30;11:30;4;11:30;11:30;87;11:31;11:31;81;11:32;11:32;82;11:33;11:33;79;11:34;11:34;80;11:35;11:35;8;11:36;-1
8;11:38;11:38;80;11:39;11:39;79;11:40;11:40;82;11:41;11:41;81;11:42;11:42;87;11:42;11:42;4;11:43;11:43;54;11:44;11:44;108;11:45;11:45;66;11:47;11:47;78;11:48;-1
6;11:55;11:55;66;11:56;11:56;108;11:58;11:58;36;12:00;12:00;4;12:00;12:00;87;12:01;12:01;81;12:02;12:02;82;12:03;12:03;79;12:04;12:04;80;12:05;12:05;8;12:06;-1
8;12:08;12:08;80;12:09;12:09;79;12:10;12:10;82;12:11;12:11;81;12:12;12:12;87;12:12;12:12;4;12:13;12:13;54;12:14;12:14;108;12:15;12:15;66;12:17;12:17;78;12:18;-1
6;12:25;12:25;66;12:26;12:26;108;12:28;12:28;36;12:30;12:30;4;12:30;12:30;87;12:31;12:31;81;12:32;12:32;82;12:33;12:33;79;12:34;12:34;80;12:35;12:35;8;12:36;-1
8;12:38;12:38;80;12:39;12:39;79;12:40;12:40;82;12:41;12:41;81;12:42;12:42;87;12:42;12:42;4;12:43;12:43;54;12:44;12:44;108;12:45;12:45;66;12:47;12:47;78;12:48;-1
6;12:55;12:55;66;12:56;12:56;108;12:58;12:58;36;13:00;13:00;4;13:00;13:00;87;13:01;13:01;81;13:02;13:02;82;13:03;13:03;79;13:04;13:04;80;13:05;13:05;8;13:06;-1
8;13:08;13:08;80;13:09;13:09;79;13:10;13:10;82;13:11;13:11;81;13:12;13:12;87;13:12;13:12;4;13:13;13:13;54;13:14;13:14;108;13:15;13:15;66;13:17;13:17;78;13:18;-1
6;13:25;13:25;66;13:26;13:26;108;13:28;13:28;36;13:30;13:30;4;13:30;13:30;87;13:31;13:31;81;13:32;13:32;82;13:33;13:33;79;13:34;13:34;80;13:35;13:35;8;13:36;-1
8;13:38;13:38;80;13:39;13:39;79;13:40;13:40;82;13:41;13:41;81;13:42;13:42;87;13:42;13:42;4;13:43;13:43;54;13:44;13:44;108;13:45;13:45;66;13:47;13:47;78;13:48;-1
6;13:55;13:55;66;13:56;13:56;108;13:58;13:58;36;14:00;14:00;4;14:00;14:00;87;14:01;14:01;81;14:02;14:02;82;14:03;14:03;79;14:04;14:04;80;14:05;14:05;8;14:06;-1
8;14:08;14:08;80;14:09;14:09;79;14:10;14:10;82;14:11;14:11;81;14:12;14:12;87;14:12;14:12;4;14:13;14:13;54;14:14;14:14;108;14:15;14:15;66;14:17;14:17;78;14:18;-1
6;14:25;14:25;66;14:26;14:26;108;14:28;14:28;36;14:30;14:30;4;14:30;14:30;87;14:31;14:31;81;14:32;14:32;82;14:33;14:33;79;14:34;14:34;80;14:35;14:35;8;14:36;-1
8;14:38;14:38;80;14:39;14:39;79;14:40;14:40;82;14:41;14:41;81;14:42;14:42;87;14:42;14:42;4;14:43;14:43;54;14:44;14:44;108;14:45;14:45;66;14:47;14:47;78;14:48;-1
6;14:55;14:55;66;14:56;14:56;108;14:58;14:58;36;15:00;15:00;4;15:00;15:00;87;15:01;15:01;81;15:02;15:02;82;15:03;15:03;79;15:04;15:04;80;15:05;15:05;8;15:06;-1
8;15:08;15:08;80;15:09;15:09;79;15:10;15:10;82;15:11;15:11;81;15:12;15:12;87;15:12;15:12;4;15:13;15:13;54;15:14;15:14;108;15:15;15:15;66;15:17;15:17;78;15:18;-1
6;15:25;15:25;66;15:26;15:26;108;15:28;15:28;36;15:30;15:30;4;15:30;15:30;87;15:31;15:31;81;15:32;15:32;82;15:33;15:33;79;15:34;15:34;80;15:35;15:35;8;15:36;-1
8;15:38;15:38;80;15:39;15:39;79;15:40;15:40;82;15:41;15:41;81;15:42;15:42;87;15:42;15:42;4;15:43;15:43;54;15:44;15:44;108;15:45;15:45;66;15:47;15:47;78;15:48;-1
6;15:55;15:55;66;15:56;15:56;108;15:58;15:58;36;16:00;16:00;4;16:00;16:00;87;16:01;16:01;81;16:02;16:02;82;16:03;16:03;79;16:04;16:04;80;16:05;16:05;8;16:06;-1
8;16:08;16:08;80;16:09;16:09;79;16:10;16:10;82;16:11;16:11;81;16:12;16:12;87;16:12;16:12;4;16:13;16:13;54;16:14;16:14;108;16:15;16:15;66;16:17;16:17;78;16:18;-1
6;16:25;16:25;66;16:26;16:26;108;16:28;16:28;36;16:30;16:30;4;16:30;16:30;87;16:31;16:31;81;16:32;16:32;82;16:33;16:33;79;16:34;16:34;80;16:35;16:35;8;16:36;-1
8;16:38;16:38;80;16:39;16:39;79;16:40;16:40;82;16:41;16:41;81;16:42;16:42;87;16:42;16:42;4;16:43;16:43;54;16:44;16:44;108;16:45;16:45;66;16:47;16:47;78;16:48;-1
6;16:55;16:55;66;16:56;16:56;108;16:58;16:58;36;17:00;17:00;4;17:00;17:00;87;17:01;17:01;81;17:02;17:02;82;17:03;17:03;79;17:04;17:04;80;17:05;17:05;8;17:06;-1
8;17:08;17:08;80;17:09;17:09;79;17:10;17:10;82;17:11;17:11;81;17:12;17:12;87;17:12;17:12;4;17:13;17:13;54;17:14;17:14;108;17:15;17:15;66;17:17;17:17;78;17:18;-1
6;17:25;17:25;66;17:26;17:26;108;17:28;17:28;36;17:30;17:30;4;17:30;17:30;87;17:31;17:31;81;17:32;17:32;82;17:33;17:33;79;17:34;17:34;80;17:35;17:35;8;17:36;-1
8;17:38;17:38;80;17:39;17:39;79;17:40;17:40;82;17:41;17:41;81;17:42;17:42;87;17:42;17:42;4;17:43;17:43;54;17:44;17:44;108;17:45;17:45;66;17:47;17:47;78;17:48;-1
6;17:55;17:55;66;17:56;17:56;108;17:58;17:58;36;18:00;18:00;4;18:00;18:00;87;18:01;18:01;81;18:02;18:02;82;18:03;18:03;79;18:04;18:04;80;18:05;18:05;8;18:06;-1
8;18:08;18:08;80;18:09;18:09;79;18:10;18:10;82;18:11;18:11;81;18:12;18:12;87;18:12;18:12;4;18:13;18:13;54;18:14;18:14;108;18:15;18:15;66;18:17;18:17;78;18:18;-1
6;18:25;18:25;66;18:26;18:26;108;18:28;18:28;36;18:30;18:30;4;18:30;18:30;87;18:31;18:31;81;18:32;18:32;82;18:33;18:33;79;18:34;18:34;80;18:35;18:35;8;18:36;-1
8;18:38;18:38;80;18:39;18:39;79;18:40;18:40;82;18:41;18:41;81;18:42;18:42;87;18:42;18:42;4;18:43;18:43;54;18:44;18:44;108;18:45;18:45;66;18:47;18:47;78;18:48;-1
6;18:55;18:55;66;18:56;18:56;108;18:58;18:58;36;19:00;19:00;4;19:00;19:00;87;19:01;19:01;81;19:02;19:02;82;19:03;19:03;79;19:04;19:04;80;19:05;19:05;8;19:06;-1
8;19:08;19:08;80;19:09;19:09;79;19:10;19:10;82;19:11;19:11;81;19:12;19:12;87;19:12;19:12;4;19:13;19:13;54;19:14;19:14;108;19:15;19:15;66;19:17;19:17;78;19:18;-1
6;19:25;19:25;66;19:26;19:26;108;19:28;19:28;36;19:30;19:30;4;19:30;19:30;87;19:31;19:31;81;19:32;19:32;82;19:33;19:33;79;19:34;19:34;80;19:35;19:35;8;19:36;-1
8;19:38;19:38;80;19:39;19:39;79;19:40;19:40;82;19:41;19:41;81;19:42;19:42;87;19:42;19:42;4;19:43;19:43;54;19:44;19:44;108;19:45;19:45;66;19:47;19:47;78;19:48;-1
6;19:55;19:55;66;19:56;19:56;108;19:58;19:58;36;20:00;20:00;4;20:00;20:00;87;20:01;20:01;81;20:02;20:02;82;20:03;20:03;79;20:04;20:04;80;20:05;20:05;8;20:06;-1
